ID,length,recency,frequency,monetary,L_score,R_score,F_score,M_score,lrfm_score,lrfm_segmentasi
5892,446,11,10,221,3,4,2,2,3422,Rebounding Customers
5896,104,94,14,397,1,1,3,3,1133,High-Potential Newcomers
5899,109,68,1,49,1,2,1,1,1211,Explorers
590,555,35,15,1812,4,3,3,4,4334,Champions
5907,604,24,3,18,4,4,1,1,4411,Rebounding Customers
5909,284,25,15,1171,2,3,3,4,2334,High-Potential Newcomers
591,526,76,18,677,3,1,3,3,3133,At-Risk High Spenders
5922,260,48,10,218,2,3,2,2,2322,Explorers
5929,55,14,5,48,1,4,1,1,1411,Explorers
5935,553,60,20,764,4,2,4,3,4243,At-Risk High Spenders
5939,164,84,7,122,1,1,2,2,1122,Explorers
5948,62,96,10,237,1,1,2,2,1122,Explorers
5954,264,92,9,192,2,1,2,2,2122,Explorers
5955,590,27,15,1932,4,3,3,4,4334,Champions
5956,257,74,11,284,2,2,2,2,2222,Explorers
5959,623,80,9,199,4,1,2,2,4122,Dormant Accounts
5961,23,29,4,57,1,3,1,1,1311,Explorers
5966,597,64,10,215,4,2,2,2,4222,Dormant Accounts
5967,347,60,6,70,2,2,1,2,2212,Explorers
5975,273,82,5,57,2,1,1,1,2111,Explorers
5985,625,0,7,122,4,4,2,2,4422,Rebounding Customers
5987,57,52,5,43,1,2,1,1,1211,Explorers
5989,440,51,23,1576,3,2,4,4,3244,At-Risk High Spenders
5991,387,24,10,266,3,4,2,2,3422,Rebounding Customers
5995,559,54,13,384,4,2,3,2,4232,Fading Loyalist
6001,544,62,23,937,4,2,4,3,4243,At-Risk High Spenders
6019,92,9,5,72,1,4,1,2,1412,Explorers
6024,483,62,18,2302,3,2,3,4,3234,At-Risk High Spenders
6036,105,78,18,1924,1,1,3,4,1134,High-Potential Newcomers
6049,207,85,26,1804,2,1,4,4,2144,High-Potential Newcomers
6050,566,33,22,1513,4,3,4,4,4344,Champions
6055,606,94,18,1305,4,1,3,4,4134,At-Risk High Spenders
6059,483,81,18,1314,3,1,3,4,3134,At-Risk High Spenders
606,263,87,3,15,2,1,1,1,2111,Explorers
607,502,31,16,521,3,3,3,3,3333,Champions
6071,346,77,21,1157,2,1,4,4,2144,High-Potential Newcomers
6072,513,16,19,2087,3,4,4,4,3444,Champions
6086,219,62,23,1380,2,2,4,4,2244,High-Potential Newcomers
6097,530,64,15,561,3,2,3,3,3233,At-Risk High Spenders
610,692,60,15,480,4,2,3,3,4233,At-Risk High Spenders
6103,297,40,6,100,2,3,1,2,2312,Explorers
6116,360,13,5,75,3,4,1,2,3412,Rebounding Customers
6119,416,52,3,17,3,2,1,1,3211,Dormant Accounts
6131,211,87,14,431,2,1,3,3,2133,High-Potential Newcomers
6141,431,46,12,385,3,3,2,2,3322,Rebounding Customers
6142,314,65,13,900,2,2,3,3,2233,High-Potential Newcomers
6147,620,51,3,28,4,2,1,1,4211,Dormant Accounts
615,476,29,10,343,3,3,2,2,3322,Rebounding Customers
6168,350,28,4,53,2,3,1,1,2311,Explorers
6173,240,46,23,969,2,3,4,3,2343,High-Potential Newcomers
6177,418,32,8,169,3,3,2,2,3322,Rebounding Customers
618,640,17,21,797,4,4,4,3,4443,Champions
6181,699,36,26,939,4,3,4,3,4343,Champions
6182,140,26,6,53,1,3,1,1,1311,Explorers
6183,385,3,7,140,3,4,2,2,3422,Rebounding Customers
6184,565,6,14,1670,4,4,3,4,4434,Champions
6197,436,39,6,57,3,3,1,1,3311,Rebounding Customers
6200,448,50,21,901,3,2,4,3,3243,At-Risk High Spenders
6201,213,45,5,49,2,3,1,1,2311,Explorers
6202,633,78,22,1005,4,1,4,3,4143,At-Risk High Spenders
6203,310,58,25,1734,2,2,4,4,2244,High-Potential Newcomers
6205,126,13,6,80,1,4,1,2,1412,Explorers
6211,59,47,4,39,1,3,1,1,1311,Explorers
6214,451,53,5,79,3,2,1,2,3212,Dormant Accounts
6215,183,24,4,31,2,4,1,1,2411,Explorers
6218,618,74,16,499,4,2,3,3,4233,At-Risk High Spenders
6222,245,28,5,37,2,3,1,1,2311,Explorers
6230,500,53,9,189,3,2,2,2,3222,Dormant Accounts
6233,661,21,24,971,4,4,4,3,4443,Champions
6237,205,92,25,416,2,1,4,3,2143,High-Potential Newcomers
624,597,5,3,35,4,4,1,1,4411,Rebounding Customers
6245,382,71,16,507,3,2,3,3,3233,At-Risk High Spenders
6246,229,40,22,1507,2,3,4,4,2344,High-Potential Newcomers
6248,256,47,27,2217,2,3,4,4,2344,High-Potential Newcomers
6250,588,62,21,775,4,2,4,3,4243,At-Risk High Spenders
6255,27,29,12,334,1,3,2,2,1322,Explorers
6257,523,81,16,507,3,1,3,3,3133,At-Risk High Spenders
626,478,28,4,43,3,3,1,1,3311,Rebounding Customers
6260,588,55,26,1957,4,2,4,4,4244,At-Risk High Spenders
6261,216,81,15,470,2,1,3,3,2133,High-Potential Newcomers
6262,446,93,21,1573,3,1,4,4,3144,At-Risk High Spenders
6263,677,34,6,106,4,3,1,2,4312,Rebounding Customers
6271,11,13,5,63,1,4,1,1,1411,Explorers
6274,227,81,24,1615,2,1,4,4,2144,High-Potential Newcomers
6281,501,27,14,982,3,3,3,3,3333,Champions
6283,435,64,21,908,3,2,4,3,3243,At-Risk High Spenders
6287,335,2,4,36,2,4,1,1,2411,Explorers
6289,428,85,8,185,3,1,2,2,3122,Dormant Accounts
6292,457,60,17,1822,3,2,3,4,3234,At-Risk High Spenders
6295,511,46,22,981,3,3,4,3,3343,Champions
6299,544,28,18,813,4,3,3,3,4333,Champions
6303,219,72,22,1497,2,2,4,4,2244,High-Potential Newcomers
6310,294,4,6,78,2,4,1,2,2412,Explorers
6312,470,29,26,863,3,3,4,3,3343,Champions
6318,533,48,29,1366,4,3,4,4,4344,Champions
6320,509,42,22,1508,3,3,4,4,3344,Champions
6327,193,87,16,1146,2,1,3,4,2134,High-Potential Newcomers
6336,85,55,6,48,1,2,1,1,1211,Explorers
6340,246,52,4,26,2,2,1,1,2211,Explorers
6343,91,6,22,1518,1,4,4,4,1444,High-Potential Newcomers
6347,368,26,4,36,3,3,1,1,3311,Rebounding Customers
6349,359,71,18,1319,3,2,3,4,3234,At-Risk High Spenders
635,468,51,17,610,3,2,3,3,3233,At-Risk High Spenders
6354,668,51,4,47,4,2,1,1,4211,Dormant Accounts
6355,13,19,6,45,1,4,1,1,1411,Explorers
6357,225,29,15,491,2,3,3,3,2333,High-Potential Newcomers
6365,301,5,5,80,2,4,1,2,2412,Explorers
6374,409,50,11,297,3,2,2,2,3222,Dormant Accounts
6376,385,83,15,545,3,1,3,3,3133,At-Risk High Spenders
6379,397,3,6,121,3,4,1,2,3412,Rebounding Customers
6382,4,97,4,54,1,1,1,1,1111,Explorers
6383,36,78,6,46,1,1,1,1,1111,Explorers
6384,139,30,18,1453,1,3,3,4,1334,High-Potential Newcomers
6387,53,39,6,77,1,3,1,2,1312,Explorers
6398,93,2,6,50,1,4,1,1,1411,Explorers
640,476,61,23,1026,3,2,4,3,3243,At-Risk High Spenders
6404,463,10,11,282,3,4,2,2,3422,Rebounding Customers
6406,245,13,20,1427,2,4,4,4,2444,High-Potential Newcomers
6409,408,18,19,1179,3,4,4,4,3444,Champions
641,87,77,6,119,1,1,1,2,1112,Explorers
6417,624,85,23,1564,4,1,4,4,4144,At-Risk High Spenders
642,685,69,5,103,4,2,1,2,4212,Dormant Accounts
6421,362,32,20,2116,3,3,4,4,3344,Champions
6422,529,20,16,1270,3,4,3,4,3434,Champions
6424,151,9,4,49,1,4,1,1,1411,Explorers
6428,58,37,16,1130,1,3,3,4,1334,High-Potential Newcomers
6431,492,13,5,68,3,4,1,1,3411,Rebounding Customers
6437,376,80,5,76,3,1,1,2,3112,Dormant Accounts
6439,682,37,24,1102,4,3,4,4,4344,Champions
6445,351,73,15,858,2,2,3,3,2233,High-Potential Newcomers
6457,32,77,22,902,1,1,4,3,1143,High-Potential Newcomers
6460,352,78,5,57,2,1,1,1,2111,Explorers
6461,407,74,22,946,3,2,4,3,3243,At-Risk High Spenders
6466,110,22,7,121,1,4,2,2,1422,Explorers
6471,256,17,6,59,2,4,1,1,2411,Explorers
6488,85,86,7,99,1,1,2,2,1122,Explorers
6497,600,32,13,433,4,3,3,3,4333,Champions
6504,222,24,6,78,2,4,1,2,2412,Explorers
6507,269,16,6,56,2,4,1,1,2411,Explorers
6515,206,92,5,50,2,1,1,1,2111,Explorers
6516,469,37,3,18,3,3,1,1,3311,Rebounding Customers
6518,384,8,18,606,3,4,3,3,3433,Champions
6521,104,18,19,1101,1,4,4,4,1444,High-Potential Newcomers
6528,25,75,3,10,1,1,1,1,1111,Explorers
6534,177,94,5,67,1,1,1,1,1111,Explorers
6543,531,45,13,1612,4,3,3,4,4334,Champions
6544,39,63,24,976,1,2,4,3,1243,High-Potential Newcomers
6565,459,91,24,1782,3,1,4,4,3144,At-Risk High Spenders
6566,599,39,19,1319,4,3,4,4,4344,Champions
6568,459,97,5,79,3,1,1,2,3112,Dormant Accounts
6575,611,51,17,612,4,2,3,3,4233,At-Risk High Spenders
6583,392,54,20,981,3,2,4,3,3243,At-Risk High Spenders
6605,215,85,19,682,2,1,4,3,2143,High-Potential Newcomers
6606,456,11,17,1161,3,4,3,4,3434,Champions
6609,650,64,6,107,4,2,1,2,4212,Dormant Accounts
6613,626,39,20,727,4,3,4,3,4343,Champions
6616,250,47,14,461,2,3,3,3,2333,High-Potential Newcomers
6619,544,91,4,44,4,1,1,1,4111,Dormant Accounts
663,292,46,5,71,2,3,1,2,2312,Explorers
6634,327,78,5,54,2,1,1,1,2111,Explorers
6637,240,46,14,1117,2,3,3,4,2334,High-Potential Newcomers
6642,523,50,7,102,3,2,2,2,3222,Dormant Accounts
6646,121,23,4,22,1,4,1,1,1411,Explorers
6652,21,28,16,1134,1,3,3,4,1334,High-Potential Newcomers
6653,700,72,14,418,4,2,3,3,4233,At-Risk High Spenders
6658,343,37,25,1194,2,3,4,4,2344,High-Potential Newcomers
6661,687,63,27,1174,4,2,4,4,4244,At-Risk High Spenders
6663,357,96,8,157,3,1,2,2,3122,Dormant Accounts
6673,468,51,6,129,3,2,1,2,3212,Dormant Accounts
6678,94,5,7,72,1,4,2,2,1422,Explorers
6679,18,29,3,16,1,3,1,1,1311,Explorers
6682,566,41,4,37,4,3,1,1,4311,Rebounding Customers
6690,473,30,7,90,3,3,2,2,3322,Rebounding Customers
6694,217,27,24,1068,2,3,4,4,2344,High-Potential Newcomers
67,285,6,6,92,2,4,1,2,2412,Explorers
6710,590,84,6,103,4,1,1,2,4112,Dormant Accounts
6715,544,3,19,685,4,4,4,3,4443,Champions
6720,257,11,14,492,2,4,3,3,2433,High-Potential Newcomers
6721,336,21,14,1213,2,4,3,4,2434,High-Potential Newcomers
6722,2,98,20,767,1,1,4,3,1143,High-Potential Newcomers
6728,672,38,4,48,4,3,1,1,4311,Rebounding Customers
6729,689,95,20,1538,4,1,4,4,4144,At-Risk High Spenders
6730,604,92,5,54,4,1,1,1,4111,Dormant Accounts
6742,533,82,3,11,4,1,1,1,4111,Dormant Accounts
6749,691,78,14,1722,4,1,3,4,4134,At-Risk High Spenders
675,409,67,11,332,3,2,2,2,3222,Dormant Accounts
6768,534,75,4,36,4,1,1,1,4111,Dormant Accounts
6770,314,5,5,68,2,4,1,1,2411,Explorers
679,648,49,4,38,4,3,1,1,4311,Rebounding Customers
6798,467,30,14,433,3,3,3,3,3333,Champions
6810,398,76,11,1187,3,1,2,4,3124,Fading Loyalist
6815,38,4,21,809,1,4,4,3,1443,High-Potential Newcomers
6818,656,26,11,369,4,3,2,2,4322,Rebounding Customers
6825,481,86,3,16,3,1,1,1,3111,Dormant Accounts
6853,361,12,20,1438,3,4,4,4,3444,Champions
6856,665,75,6,65,4,1,1,1,4111,Dormant Accounts
6859,265,30,7,99,2,3,2,2,2322,Explorers
6862,43,65,0,8,1,2,1,1,1211,Explorers
6864,39,34,6,30,1,3,1,1,1311,Explorers
6866,99,56,4,34,1,2,1,1,1211,Explorers
6870,286,73,11,283,2,2,2,2,2222,Explorers
6872,313,43,14,405,2,3,3,3,2333,High-Potential Newcomers
6875,671,38,15,529,4,3,3,3,4333,Champions
6878,565,14,11,324,4,4,2,2,4422,Rebounding Customers
6885,211,36,5,55,2,3,1,1,2311,Explorers
6887,67,33,17,564,1,3,3,3,1333,High-Potential Newcomers
6892,27,23,20,732,1,4,4,3,1443,High-Potential Newcomers
6905,677,55,20,1004,4,2,4,3,4243,At-Risk High Spenders
6906,392,73,17,1024,3,2,3,3,3233,At-Risk High Spenders
6912,314,60,21,772,2,2,4,3,2243,High-Potential Newcomers
6918,361,56,4,34,3,2,1,1,3211,Dormant Accounts
6919,391,39,6,63,3,3,1,1,3311,Rebounding Customers
692,557,88,3,16,4,1,1,1,4111,Dormant Accounts
6927,633,70,11,264,4,2,2,2,4222,Dormant Accounts
6931,135,19,15,1062,1,4,3,4,1434,High-Potential Newcomers
6932,443,77,22,2119,3,1,4,4,3144,At-Risk High Spenders
6935,211,44,24,978,2,3,4,3,2343,High-Potential Newcomers
6940,252,86,8,223,2,1,2,2,2122,Explorers
6941,351,92,5,95,2,1,1,2,2112,Explorers
6945,391,72,31,1375,3,2,4,4,3244,At-Risk High Spenders
6950,197,25,5,54,2,3,1,1,2311,Explorers
6958,360,42,4,26,3,3,1,1,3311,Rebounding Customers
6961,39,26,3,11,1,3,1,1,1311,Explorers
6963,117,85,17,1157,1,1,3,4,1134,High-Potential Newcomers
6969,327,75,10,233,2,1,2,2,2122,Explorers
697,475,78,20,2047,3,1,4,4,3144,At-Risk High Spenders
6974,181,89,21,1497,1,1,4,4,1144,High-Potential Newcomers
6977,624,87,28,1921,4,1,4,4,4144,At-Risk High Spenders
6982,468,14,23,1581,3,4,4,4,3444,Champions
6983,60,24,5,45,1,4,1,1,1411,Explorers
6988,536,93,20,1443,4,1,4,4,4144,At-Risk High Spenders
6991,446,88,18,637,3,1,3,3,3133,At-Risk High Spenders
6999,48,80,22,834,1,1,4,3,1143,High-Potential Newcomers
7000,260,18,22,817,2,4,4,3,2443,High-Potential Newcomers
7002,270,13,13,398,2,4,3,3,2433,High-Potential Newcomers
7004,471,82,6,84,3,1,1,2,3112,Dormant Accounts
7005,14,71,20,813,1,2,4,3,1243,High-Potential Newcomers
7007,90,47,6,63,1,3,1,1,1311,Explorers
701,236,58,16,1179,2,2,3,4,2234,High-Potential Newcomers
7010,84,41,19,1363,1,3,4,4,1344,High-Potential Newcomers
7011,626,47,7,93,4,3,2,2,4322,Rebounding Customers
7019,523,49,9,211,3,3,2,2,3322,Rebounding Customers
702,500,80,15,521,3,1,3,3,3133,At-Risk High Spenders
7022,640,2,20,1410,4,4,4,4,4444,Champions
7023,581,87,11,263,4,1,2,2,4122,Dormant Accounts
7030,457,1,32,1485,3,4,4,4,3444,Champions
7034,302,34,5,55,2,3,1,1,2311,Explorers
7037,323,50,14,401,2,2,3,3,2233,High-Potential Newcomers
7042,486,14,5,66,3,4,1,1,3411,Rebounding Customers
7053,366,75,21,1453,3,1,4,4,3144,At-Risk High Spenders
7055,629,57,24,1021,4,2,4,3,4243,At-Risk High Spenders
7059,4,47,18,1495,1,3,3,4,1334,High-Potential Newcomers
7072,458,69,17,1335,3,2,3,4,3234,At-Risk High Spenders
7079,660,38,27,1245,4,3,4,4,4344,Champions
709,568,27,15,1103,4,3,3,4,4334,Champions
7093,228,74,3,22,2,2,1,1,2211,Explorers
7094,187,87,23,1064,2,1,4,4,2144,High-Potential Newcomers
7101,521,24,25,1198,3,4,4,4,3444,Champions
7106,91,73,18,1242,1,2,3,4,1234,High-Potential Newcomers
7108,660,54,12,353,4,2,2,2,4222,Dormant Accounts
7118,698,61,20,1528,4,2,4,4,4244,At-Risk High Spenders
7119,534,45,11,825,4,3,2,3,4323,Rebounding Customers
7124,514,72,7,94,3,2,2,2,3222,Dormant Accounts
7128,205,91,3,15,2,1,1,1,2111,Explorers
7129,498,72,23,929,3,2,4,3,3243,At-Risk High Spenders
713,22,72,14,442,1,2,3,3,1233,High-Potential Newcomers
7141,548,15,8,213,4,4,2,2,4422,Rebounding Customers
7143,236,14,21,820,2,4,4,3,2443,High-Potential Newcomers
7152,451,64,4,37,3,2,1,1,3211,Dormant Accounts
716,39,63,24,976,1,2,4,3,1243,High-Potential Newcomers
7165,251,59,20,823,2,2,4,3,2243,High-Potential Newcomers
7181,235,97,5,52,2,1,1,1,2111,Explorers
7186,35,43,4,35,1,3,1,1,1311,Explorers
7187,408,52,18,721,3,2,3,3,3233,At-Risk High Spenders
7192,441,58,16,545,3,2,3,3,3233,At-Risk High Spenders
7196,142,20,3,13,1,4,1,1,1411,Explorers
7212,22,99,5,65,1,1,1,1,1111,Explorers
7214,360,49,17,1283,3,3,3,4,3334,Champions
7215,475,69,27,1135,3,2,4,4,3244,At-Risk High Spenders
7224,183,24,4,31,2,4,1,1,2411,Explorers
7230,634,98,16,493,4,1,3,3,4133,At-Risk High Spenders
7232,139,99,5,67,1,1,1,1,1111,Explorers
7233,651,4,14,1782,4,4,3,4,4434,Champions
7235,203,37,6,38,2,3,1,1,2311,Explorers
7244,180,96,7,124,1,1,2,2,1122,Explorers
7247,585,72,17,606,4,2,3,3,4233,At-Risk High Spenders
7250,272,48,18,612,2,3,3,3,2333,High-Potential Newcomers
7254,185,74,7,137,2,2,2,2,2222,Explorers
7261,545,8,12,318,4,4,2,2,4422,Rebounding Customers
7264,49,2,3,17,1,4,1,1,1411,Explorers
7270,156,91,18,1241,1,1,3,4,1134,High-Potential Newcomers
7274,640,87,21,2153,4,1,4,4,4144,At-Risk High Spenders
7275,269,34,7,131,2,3,2,2,2322,Explorers
7279,273,3,14,1044,2,4,3,3,2433,High-Potential Newcomers
7281,237,80,8,186,2,1,2,2,2122,Explorers
7284,208,8,3,20,2,4,1,1,2411,Explorers
7286,402,92,4,55,3,1,1,1,3111,Dormant Accounts
7290,633,68,20,968,4,2,4,3,4243,At-Risk High Spenders
7297,186,54,7,57,2,2,2,1,2221,Explorers
73,400,81,3,18,3,1,1,1,3111,Dormant Accounts
7300,1,50,16,535,1,2,3,3,1233,High-Potential Newcomers
7301,590,76,6,79,4,1,1,2,4112,Dormant Accounts
7313,392,63,22,1565,3,2,4,4,3244,At-Risk High Spenders
7321,38,85,13,1033,1,1,3,3,1133,High-Potential Newcomers
7325,366,86,4,40,3,1,1,1,3111,Dormant Accounts
7326,99,83,5,63,1,1,1,1,1111,Explorers
7327,183,71,6,47,2,2,1,1,2211,Explorers
7342,659,6,24,1072,4,4,4,4,4444,Champions
7348,105,0,16,1192,1,4,3,4,1434,High-Potential Newcomers
7349,636,7,7,103,4,4,2,2,4422,Rebounding Customers
7352,252,28,13,405,2,3,3,3,2333,High-Potential Newcomers
736,466,67,5,52,3,2,1,1,3211,Dormant Accounts
7366,361,12,20,1438,3,4,4,4,3444,Champions
7369,271,56,5,62,2,2,1,1,2211,Explorers
737,484,56,13,2231,3,2,3,4,3234,At-Risk High Spenders
7373,609,8,11,302,4,4,2,2,4422,Rebounding Customers
7375,613,84,14,576,4,1,3,3,4133,At-Risk High Spenders
7378,668,34,17,573,4,3,3,3,4333,Champions
738,87,35,8,182,1,3,2,2,1322,Explorers
7381,571,10,21,1442,4,4,4,4,4444,Champions
7384,344,18,15,485,2,4,3,3,2433,High-Potential Newcomers
7386,434,83,4,43,3,1,1,1,3111,Dormant Accounts
7393,567,15,6,92,4,4,1,2,4412,Rebounding Customers
7396,597,92,25,1597,4,1,4,4,4144,At-Risk High Spenders
7397,346,45,18,688,2,3,3,3,2333,High-Potential Newcomers
7408,119,8,10,233,1,4,2,2,1422,Explorers
7409,247,66,11,267,2,2,2,2,2222,Explorers
7411,25,31,4,17,1,3,1,1,1311,Explorers
7414,653,18,8,186,4,4,2,2,4422,Rebounding Customers
7419,68,90,5,35,1,1,1,1,1111,Explorers
7422,677,90,13,369,4,1,3,2,4132,Fading Loyalist
7426,235,76,9,198,2,1,2,2,2122,Explorers
7428,273,47,18,1367,2,3,3,4,2334,High-Potential Newcomers
7431,597,40,16,1820,4,3,3,4,4334,Champions
7433,670,87,8,165,4,1,2,2,4122,Dormant Accounts
7437,63,31,5,29,1,3,1,1,1311,Explorers
7441,632,80,24,1615,4,1,4,4,4144,At-Risk High Spenders
7444,254,20,4,30,2,4,1,1,2411,Explorers
7446,294,16,20,716,2,4,4,3,2443,High-Potential Newcomers
7451,133,23,19,2008,1,4,4,4,1444,High-Potential Newcomers
7453,513,46,15,488,3,3,3,3,3333,Champions
7458,481,26,6,97,3,3,1,2,3312,Rebounding Customers
7462,583,67,16,570,4,2,3,3,4233,At-Risk High Spenders
7476,575,93,19,1269,4,1,4,4,4144,At-Risk High Spenders
7485,54,48,7,138,1,3,2,2,1322,Explorers
7488,524,30,21,825,3,3,4,3,3343,Champions
749,223,31,7,145,2,3,2,2,2322,Explorers
7494,525,11,11,269,3,4,2,2,3422,Rebounding Customers
7495,192,72,8,156,2,2,2,2,2222,Explorers
75,340,32,14,467,2,3,3,3,2333,High-Potential Newcomers
7500,67,33,17,564,1,3,3,3,1333,High-Potential Newcomers
7503,626,40,22,2209,4,3,4,4,4344,Champions
7505,162,24,4,46,1,4,1,1,1411,Explorers
7514,362,74,8,177,3,2,2,2,3222,Dormant Accounts
7516,39,30,5,45,1,3,1,1,1311,Explorers
7521,414,57,19,1574,3,2,4,4,3244,At-Risk High Spenders
7527,586,97,6,76,4,1,1,2,4112,Dormant Accounts
7530,54,48,7,138,1,3,2,2,1322,Explorers
7532,669,26,7,132,4,3,2,2,4322,Rebounding Customers
7533,279,15,9,187,2,4,2,2,2422,Explorers
7540,36,52,11,270,1,2,2,2,1222,Explorers
7573,416,12,5,86,3,4,1,2,3412,Rebounding Customers
7574,51,80,5,41,1,1,1,1,1111,Explorers
7592,438,86,9,209,3,1,2,2,3122,Dormant Accounts
760,325,8,21,811,2,4,4,3,2443,High-Potential Newcomers
7600,245,13,4,29,2,4,1,1,2411,Explorers
7610,438,32,14,460,3,3,3,3,3333,Champions
7613,37,97,12,326,1,1,2,2,1122,Explorers
7617,319,83,8,163,2,1,2,2,2122,Explorers
762,59,27,20,823,1,3,4,3,1343,High-Potential Newcomers
7620,329,71,6,106,2,2,1,2,2212,Explorers
7627,565,25,21,2086,4,3,4,4,4344,Champions
7628,104,10,6,76,1,4,1,2,1412,Explorers
7629,53,46,5,31,1,3,1,1,1311,Explorers
7631,267,34,22,989,2,3,4,3,2343,High-Potential Newcomers
7646,132,70,20,805,1,2,4,3,1243,High-Potential Newcomers
7660,42,37,4,49,1,3,1,1,1311,Explorers
7679,42,48,5,28,1,3,1,1,1311,Explorers
7683,125,80,20,787,1,1,4,3,1143,High-Potential Newcomers
7685,294,4,6,78,2,4,1,2,2412,Explorers
7698,50,81,9,191,1,1,2,2,1122,Explorers
7699,271,30,10,258,2,3,2,2,2322,Explorers
7706,600,88,24,1048,4,1,4,4,4144,At-Risk High Spenders
771,160,79,9,194,1,1,2,2,1122,Explorers
7712,63,68,18,634,1,2,3,3,1233,High-Potential Newcomers
7718,71,36,9,711,1,3,2,3,1323,High-Potential Newcomers
7723,59,56,20,1440,1,2,4,4,1244,High-Potential Newcomers
7725,114,33,15,641,1,3,3,3,1333,High-Potential Newcomers
773,365,64,16,595,3,2,3,3,3233,At-Risk High Spenders
7732,179,81,19,745,1,1,4,3,1143,High-Potential Newcomers
7734,558,58,21,1216,4,2,4,4,4244,At-Risk High Spenders
7736,616,36,5,61,4,3,1,1,4311,Rebounding Customers
7755,230,91,14,411,2,1,3,3,2133,High-Potential Newcomers
7761,333,71,7,109,2,2,2,2,2222,Explorers
7786,502,22,8,160,3,4,2,2,3422,Rebounding Customers
7787,668,83,20,819,4,1,4,3,4143,At-Risk High Spenders
7788,26,53,3,10,1,2,1,1,1211,Explorers
7789,220,96,25,1672,2,1,4,4,2144,High-Potential Newcomers
7791,288,89,4,25,2,1,1,1,2111,Explorers
7793,303,12,21,800,2,4,4,3,2443,High-Potential Newcomers
7798,563,28,13,429,4,3,3,3,4333,Champions
78,288,51,4,37,2,2,1,1,2211,Explorers
7801,291,87,18,728,2,1,3,3,2133,High-Potential Newcomers
7807,656,26,11,369,4,3,2,2,4322,Rebounding Customers
7822,391,56,18,662,3,2,3,3,3233,At-Risk High Spenders
7828,61,29,11,818,1,3,2,3,1323,High-Potential Newcomers
7829,277,99,5,65,2,1,1,1,2111,Explorers
7832,306,30,22,1526,2,3,4,4,2344,High-Potential Newcomers
7842,456,54,6,74,3,2,1,2,3212,Dormant Accounts
7848,382,17,11,368,3,4,2,2,3422,Rebounding Customers
7849,294,12,24,1052,2,4,4,4,2444,High-Potential Newcomers
7851,281,60,21,926,2,2,4,3,2243,High-Potential Newcomers
7861,145,23,17,1175,1,4,3,4,1434,High-Potential Newcomers
7872,656,7,22,557,4,4,4,3,4443,Champions
7873,359,30,12,300,3,3,2,2,3322,Rebounding Customers
7875,62,46,25,1677,1,3,4,4,1344,High-Potential Newcomers
7881,275,21,23,1033,2,4,4,3,2443,High-Potential Newcomers
7892,544,89,6,75,4,1,1,2,4112,Dormant Accounts
7899,609,70,15,1680,4,2,3,4,4234,At-Risk High Spenders
7901,236,39,3,22,2,3,1,1,2311,Explorers
7912,434,69,6,103,3,2,1,2,3212,Dormant Accounts
7919,686,2,22,2092,4,4,4,4,4444,Champions
7922,687,29,23,966,4,3,4,3,4343,Champions
793,632,24,5,45,4,4,1,1,4411,Rebounding Customers
7930,315,74,10,268,2,2,2,2,2222,Explorers
7937,73,86,6,58,1,1,1,1,1111,Explorers
7938,270,92,15,449,2,1,3,3,2133,High-Potential Newcomers
7943,66,40,5,35,1,3,1,1,1311,Explorers
7947,97,99,4,37,1,1,1,1,1111,Explorers
7959,32,19,10,1370,1,4,2,4,1424,High-Potential Newcomers
796,615,17,23,1071,4,4,4,4,4444,Champions
7960,319,89,25,1382,2,1,4,4,2144,High-Potential Newcomers
7962,264,1,11,1901,2,4,2,4,2424,High-Potential Newcomers
7966,538,48,27,1191,4,3,4,4,4344,Champions
7972,286,79,16,1151,2,1,3,4,2134,High-Potential Newcomers
798,553,71,4,27,4,2,1,1,4211,Dormant Accounts
7987,115,96,15,460,1,1,3,3,1133,High-Potential Newcomers
7990,697,2,3,17,4,4,1,1,4411,Rebounding Customers
7998,566,77,6,112,4,1,1,2,4112,Dormant Accounts
7999,433,17,16,1743,3,4,3,4,3434,Champions
800,304,57,4,32,2,2,1,1,2211,Explorers
8008,203,54,6,119,2,2,1,2,2212,Explorers
8015,423,88,19,1313,3,1,4,4,3144,At-Risk High Spenders
8017,11,83,5,55,1,1,1,1,1111,Explorers
8026,273,10,14,463,2,4,3,3,2433,High-Potential Newcomers
8029,62,27,14,1621,1,3,3,4,1334,High-Potential Newcomers
803,451,82,3,21,3,1,1,1,3111,Dormant Accounts
8036,73,10,7,63,1,4,2,1,1421,Explorers
8041,660,35,15,1092,4,3,3,4,4334,Champions
807,135,35,11,292,1,3,2,2,1322,Explorers
8070,121,98,11,264,1,1,2,2,1122,Explorers
8079,124,86,6,55,1,1,1,1,1111,Explorers
8080,682,50,3,22,4,2,1,1,4211,Dormant Accounts
8082,405,75,4,34,3,1,1,1,3111,Dormant Accounts
8086,201,34,5,55,2,3,1,1,2311,Explorers
8091,666,50,16,1106,4,2,3,4,4234,At-Risk High Spenders
8093,2,72,13,914,1,2,3,3,1233,High-Potential Newcomers
810,49,49,17,641,1,3,3,3,1333,High-Potential Newcomers
8104,325,32,11,278,2,3,2,2,2322,Explorers
8132,451,88,19,661,3,1,4,3,3143,At-Risk High Spenders
8135,245,41,4,52,2,3,1,1,2311,Explorers
8140,270,51,7,95,2,2,2,2,2222,Explorers
